facility__i_d,facility__name,address,city/_town,state,z_i_p__code,county/_parish,telephone__number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_(lowest)_to_10_(highest),patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_(lowest)_to_10_(highest),patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_(lowest)_to_10_(highest),patients'_rating_of_the_facility_linear_mean_score,patients_who_reported__y_e_s_they_would__d_e_f_i_n_i_t_e_l_y_recommend_the_facility_to_family_or_friends,patients_who_reported__p_r_o_b_a_b_l_y__y_e_s_they_would_recommend_the_facility_to_family_or_friends,"patients_who_reported__n_o,_they_would_not_recommend_the_facility_to_family_or_friends",patients_recommending_the_facility_linear_mean_score,footnote,number_of__sampled__patients,number_of__completed__surveys,survey__response__rate__percent,start__date,end__date
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,88.0,9.0,3.0,95.0,85.0,14.0,1.0,94.0,,1009.0,249.0,25.0,01/01/2023,12/31/2023
44C0001155,CHATTANOOGA PAIN MANAGEMENT CENTER LLC DBA CHATTANOOGA PAIN SURGERY CENTER,1016 EXECUTIVE DR,HIXSON,TN,37343,,(423) 648-4525,96.0,4.0,0.0,98.0,94.0,5.0,1.0,97.0,92.0,6.0,2.0,96.0,91.0,8.0,1.0,96.0,,1402.0,416.0,30.0,01/01/2023,12/31/2023
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,99.0,1.0,0.0,100.0,93.0,6.0,1.0,96.0,92.0,7.0,1.0,97.0,90.0,9.0,1.0,96.0,,1161.0,335.0,29.0,01/01/2023,12/31/2023
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,91.0,8.0,1.0,95.0,90.0,8.0,2.0,96.0,,837.0,219.0,26.0,01/01/2023,12/31/2023
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,96.0,4.0,0.0,98.0,91.0,7.0,2.0,94.0,88.0,10.0,2.0,95.0,89.0,9.0,2.0,96.0,,1298.0,374.0,29.0,01/01/2023,12/31/2023
44C0001165,HAMILTON EYE INSTITUTE SURGERY CENTER LP,"930 MADISON AVE., SUITE 370",MEMPHIS,TN,38103,,(901) 516-1420,96.0,3.0,1.0,98.0,89.0,9.0,2.0,94.0,89.0,9.0,2.0,94.0,86.0,10.0,4.0,93.0,,845.0,255.0,30.0,01/01/2023,12/31/2023
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99.0,1.0,0.0,99.0,94.0,5.0,1.0,97.0,92.0,6.0,2.0,97.0,92.0,7.0,1.0,97.0,,1301.0,385.0,30.0,01/01/2023,12/31/2023
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,97.0,3.0,0.0,99.0,94.0,5.0,1.0,96.0,91.0,8.0,1.0,96.0,88.0,11.0,1.0,95.0,,1320.0,329.0,25.0,01/01/2023,12/31/2023
44C0001177,MID STATE ENDOSCOPY CENTER,1115 DOW ST SUITE A,MURFREESBORO,TN,37130,,(615) 848-9234,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,87.0,12.0,1.0,95.0,89.0,10.0,1.0,96.0,,1249.0,266.0,21.0,01/01/2023,12/31/2023
44C0001204,SAINT THOMAS SURGERY CENTER NEW SALEM LLC DBA NEW SALEM SURGERY CENTER,2755 NEW SALEM HIGHWAY SUITE 100,MURFREESBORO,TN,37128,,(615) 900-1366,99.0,1.0,0.0,99.0,92.0,7.0,1.0,96.0,93.0,6.0,1.0,97.0,91.0,8.0,1.0,96.0,,2281.0,570.0,25.0,01/01/2023,12/31/2023
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,98.0,2.0,0.0,99.0,92.0,7.0,1.0,96.0,89.0,9.0,2.0,95.0,84.0,12.0,4.0,92.0,,1074.0,324.0,30.0,01/01/2023,12/31/2023
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,95.0,4.0,1.0,97.0,88.0,9.0,3.0,92.0,82.0,12.0,6.0,92.0,79.0,17.0,4.0,91.0,,1400.0,180.0,13.0,01/01/2023,12/31/2023
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97.0,3.0,0.0,98.0,88.0,9.0,3.0,93.0,87.0,11.0,2.0,95.0,86.0,13.0,1.0,95.0,,1725.0,364.0,21.0,01/01/2023,12/31/2023
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,96.0,3.0,1.0,98.0,93.0,6.0,1.0,96.0,87.0,11.0,2.0,95.0,85.0,13.0,2.0,94.0,,1819.0,427.0,23.0,01/01/2023,12/31/2023
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,98.0,2.0,0.0,99.0,92.0,5.0,3.0,95.0,88.0,11.0,1.0,95.0,87.0,11.0,2.0,95.0,,915.0,228.0,25.0,01/01/2023,12/31/2023
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,88.0,11.0,1.0,95.0,84.0,14.0,2.0,93.0,,1097.0,199.0,18.0,01/01/2023,12/31/2023
45C0001139,GCSA AMBULATORY SURGERY CENTER LLC,8214 WURZBACH RD.,SAN ANTONIO,TX,78229,,(210) 614-1234,96.0,4.0,0.0,98.0,92.0,7.0,1.0,95.0,89.0,9.0,2.0,95.0,88.0,11.0,1.0,95.0,,1737.0,314.0,18.0,01/01/2023,12/31/2023
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,98.0,2.0,0.0,99.0,94.0,4.0,2.0,96.0,91.0,8.0,1.0,95.0,86.0,12.0,2.0,95.0,,1227.0,258.0,21.0,01/01/2023,12/31/2023
45C0001161,SOUTH PLAINS ENDOSCOPY CENTER,3610 24TH ST,LUBBOCK,TX,79410,,(806) 797-1015,97.0,3.0,0.0,98.0,94.0,5.0,1.0,96.0,92.0,7.0,1.0,96.0,91.0,8.0,1.0,97.0,,1270.0,329.0,26.0,01/01/2023,12/31/2023
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,95.0,4.0,1.0,97.0,87.0,11.0,2.0,93.0,84.0,14.0,2.0,94.0,81.0,16.0,3.0,92.0,,937.0,196.0,21.0,01/01/2023,12/31/2023
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97.0,3.0,0.0,98.0,93.0,5.0,2.0,95.0,88.0,11.0,1.0,95.0,83.0,15.0,2.0,94.0,,1536.0,329.0,21.0,01/01/2023,12/31/2023
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,88.0,10.0,2.0,95.0,84.0,14.0,2.0,93.0,,766.0,226.0,30.0,01/01/2023,12/31/2023
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,95.0,4.0,1.0,97.0,88.0,9.0,3.0,93.0,83.0,12.0,5.0,93.0,87.0,11.0,2.0,95.0,,1804.0,401.0,23.0,01/01/2023,12/31/2023
45C0001233,HILL COUNTRY MEMORIAL SURGERY CENTER,204 GATEWAY NORTH SUITE B,MARBLE FALLS,TX,78654,,(830) 798-1821,,,,,,,,,,,,,,,,,4,,,,,
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,98.0,2.0,0.0,99.0,94.0,6.0,0.0,97.0,91.0,8.0,1.0,96.0,92.0,7.0,1.0,97.0,2,1068.0,361.0,34.0,01/01/2023,12/31/2023
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,85.0,13.0,2.0,94.0,80.0,18.0,2.0,92.0,,1632.0,428.0,26.0,01/01/2023,12/31/2023
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,97.0,2.0,1.0,98.0,93.0,6.0,1.0,96.0,92.0,6.0,2.0,96.0,90.0,8.0,2.0,96.0,,1360.0,350.0,26.0,01/01/2023,12/31/2023
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,95.0,4.0,1.0,97.0,92.0,7.0,1.0,95.0,89.0,8.0,3.0,95.0,88.0,10.0,2.0,95.0,,1082.0,204.0,19.0,01/01/2023,12/31/2023
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,96.0,3.0,1.0,98.0,91.0,7.0,2.0,94.0,88.0,9.0,3.0,94.0,85.0,12.0,3.0,94.0,,967.0,296.0,31.0,01/01/2023,12/31/2023
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,93.0,6.0,1.0,97.0,89.0,10.0,1.0,96.0,,1372.0,470.0,34.0,01/01/2023,12/31/2023
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,95.0,4.0,1.0,97.0,91.0,7.0,2.0,94.0,85.0,12.0,3.0,94.0,85.0,13.0,2.0,94.0,,1227.0,368.0,30.0,01/01/2023,12/31/2023
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99.0,1.0,0.0,100.0,92.0,7.0,1.0,96.0,95.0,5.0,0.0,97.0,92.0,8.0,0.0,97.0,,1158.0,289.0,25.0,01/01/2023,12/31/2023
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,96.0,3.0,1.0,97.0,92.0,6.0,2.0,96.0,,1093.0,307.0,28.0,01/01/2023,12/31/2023
45C0001276,FISH POND SURGERY CENTER,601 WEST HWY 6 SUITE 109,WACO,TX,76710,,(254) 751-9836,97.0,2.0,1.0,98.0,93.0,6.0,1.0,96.0,91.0,7.0,2.0,95.0,86.0,13.0,1.0,95.0,,1197.0,403.0,34.0,01/01/2023,12/31/2023
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,98.0,2.0,0.0,99.0,91.0,7.0,2.0,94.0,89.0,9.0,2.0,95.0,87.0,12.0,1.0,95.0,,1121.0,236.0,21.0,01/01/2023,12/31/2023
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96.0,3.0,1.0,98.0,91.0,7.0,2.0,95.0,88.0,11.0,1.0,95.0,86.0,12.0,2.0,94.0,,1007.0,212.0,21.0,01/01/2023,12/31/2023
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,97.0,3.0,0.0,98.0,94.0,5.0,1.0,96.0,88.0,10.0,2.0,95.0,88.0,10.0,2.0,95.0,,1650.0,311.0,19.0,01/01/2023,12/31/2023
45C0001302,AMARILLO ENDOSCOPY CENTER,6833 PLUM CREEK DR,AMARILLO,TX,79124,,(806) 467-9820,,,,,,,,,,,,,,,,,4,,,,,
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,97.0,3.0,0.0,98.0,91.0,7.0,2.0,94.0,89.0,10.0,1.0,95.0,85.0,14.0,1.0,94.0,,1793.0,390.0,22.0,01/01/2023,12/31/2023
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,96.0,4.0,0.0,98.0,92.0,6.0,2.0,95.0,93.0,6.0,1.0,96.0,91.0,9.0,0.0,97.0,,828.0,160.0,19.0,01/01/2023,12/31/2023
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,98.0,2.0,0.0,99.0,91.0,7.0,2.0,95.0,91.0,8.0,1.0,95.0,87.0,11.0,2.0,94.0,,1290.0,248.0,19.0,01/01/2023,12/31/2023
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,99.0,1.0,0.0,99.0,92.0,6.0,2.0,95.0,93.0,5.0,2.0,97.0,91.0,8.0,1.0,96.0,,1220.0,313.0,26.0,01/01/2023,12/31/2023
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,99.0,1.0,0.0,99.0,93.0,5.0,2.0,96.0,93.0,7.0,0.0,97.0,91.0,8.0,1.0,96.0,,1210.0,257.0,21.0,01/01/2023,12/31/2023
45C0001345,GAB ENDOSCOPY CENTER LLC,621 CAMDEN STREET SUITE 102,SAN ANTONIO,TX,78215,,(210) 253-3430,96.0,4.0,0.0,98.0,89.0,9.0,2.0,93.0,87.0,11.0,2.0,95.0,84.0,14.0,2.0,94.0,,1721.0,364.0,21.0,01/01/2023,12/31/2023
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,96.0,3.0,1.0,98.0,91.0,7.0,2.0,95.0,90.0,10.0,0.0,96.0,86.0,14.0,0.0,95.0,,1132.0,222.0,20.0,01/01/2023,12/31/2023
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,96.0,3.0,1.0,98.0,85.0,11.0,4.0,90.0,85.0,12.0,3.0,93.0,87.0,10.0,3.0,94.0,,1106.0,214.0,19.0,01/01/2023,12/31/2023
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,96.0,4.0,0.0,98.0,91.0,8.0,1.0,95.0,89.0,9.0,2.0,95.0,86.0,11.0,3.0,94.0,,1301.0,300.0,23.0,01/01/2023,12/31/2023
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,95.0,4.0,1.0,97.0,88.0,10.0,2.0,93.0,82.0,14.0,4.0,93.0,78.0,16.0,6.0,90.0,,2340.0,295.0,13.0,01/01/2023,12/31/2023
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,89.0,9.0,2.0,95.0,88.0,10.0,2.0,95.0,,1571.0,312.0,20.0,01/01/2023,12/31/2023
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,96.0,3.0,1.0,98.0,91.0,6.0,3.0,94.0,88.0,9.0,3.0,94.0,84.0,14.0,2.0,94.0,,1459.0,251.0,17.0,01/01/2023,12/31/2023
45C0001370,MEMORIAL HERMANN TEXAS INTERNATIONAL ENDOSCOPY CENTER DBA TEXAS INTERNATIONAL ENDOSCOPY CENTER,6620 MAIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 520-8432,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,87.0,11.0,2.0,95.0,86.0,12.0,2.0,94.0,,1366.0,257.0,19.0,01/01/2023,12/31/2023
45C0001374,EL PASO DAY SURGERY LLC,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,97.0,3.0,0.0,99.0,88.0,10.0,2.0,93.0,88.0,10.0,2.0,95.0,84.0,15.0,1.0,94.0,,1313.0,327.0,25.0,01/01/2023,12/31/2023
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,98.0,2.0,0.0,99.0,93.0,5.0,2.0,96.0,92.0,7.0,1.0,96.0,89.0,9.0,2.0,95.0,,1370.0,249.0,18.0,01/01/2023,12/31/2023
45C0001391,TEXAS ENDOSCOPY CENTERS LLC,8080 INDEPENDENCE PARKWAY SUITE 160,PLANO,TX,75025,,(972) 908-3010,97.0,3.0,0.0,99.0,91.0,7.0,2.0,94.0,90.0,8.0,2.0,96.0,87.0,12.0,1.0,95.0,,1850.0,378.0,20.0,01/01/2023,12/31/2023
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,98.0,2.0,0.0,99.0,93.0,5.0,2.0,96.0,92.0,6.0,2.0,97.0,91.0,7.0,2.0,96.0,,1343.0,280.0,21.0,01/01/2023,12/31/2023
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,97.0,2.0,1.0,98.0,89.0,8.0,3.0,93.0,84.0,12.0,4.0,94.0,81.0,14.0,5.0,91.0,,2132.0,360.0,17.0,01/01/2023,12/31/2023
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,99.0,1.0,0.0,99.0,92.0,7.0,1.0,96.0,93.0,6.0,1.0,97.0,92.0,7.0,1.0,97.0,,1064.0,177.0,17.0,01/01/2023,12/31/2023
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,90.0,9.0,1.0,96.0,89.0,10.0,1.0,96.0,,1938.0,355.0,18.0,01/01/2023,12/31/2023
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,95.0,4.0,1.0,97.0,90.0,7.0,3.0,93.0,82.0,14.0,4.0,93.0,84.0,14.0,2.0,94.0,,2510.0,335.0,13.0,01/01/2023,12/31/2023
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,95.0,4.0,1.0,97.0,93.0,6.0,1.0,97.0,,916.0,214.0,23.0,01/01/2023,12/31/2023
45C0001432,ADC ENDOSCOPY SPECIALISTS,1 CARE CIR,AMARILLO,TX,79124,,(806) 353-1769,,,,,,,,,,,,,,,,,4,,,,,
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,98.0,2.0,0.0,99.0,91.0,7.0,2.0,95.0,87.0,10.0,3.0,94.0,85.0,12.0,3.0,94.0,,1130.0,266.0,24.0,01/01/2023,12/31/2023
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,94.0,5.0,1.0,96.0,89.0,9.0,2.0,94.0,85.0,11.0,4.0,93.0,82.0,15.0,3.0,92.0,,1424.0,198.0,14.0,01/01/2023,12/31/2023
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,95.0,4.0,1.0,97.0,90.0,8.0,2.0,94.0,85.0,12.0,3.0,93.0,79.0,17.0,4.0,91.0,,1731.0,261.0,15.0,01/01/2023,12/31/2023
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,96.0,3.0,1.0,98.0,91.0,7.0,2.0,94.0,90.0,7.0,3.0,95.0,86.0,11.0,3.0,93.0,,1968.0,293.0,15.0,01/01/2023,12/31/2023
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,92.0,6.0,2.0,96.0,88.0,10.0,2.0,95.0,,1605.0,249.0,16.0,01/01/2023,12/31/2023
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,88.0,8.0,4.0,94.0,84.0,13.0,3.0,93.0,,982.0,193.0,20.0,01/01/2023,12/31/2023
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,95.0,86.0,12.0,2.0,94.0,,1539.0,308.0,20.0,01/01/2023,12/31/2023
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,95.0,4.0,1.0,97.0,90.0,8.0,2.0,94.0,87.0,10.0,3.0,94.0,85.0,12.0,3.0,94.0,,2186.0,432.0,20.0,01/01/2023,12/31/2023
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,94.0,5.0,1.0,97.0,93.0,6.0,1.0,97.0,,1195.0,405.0,34.0,01/01/2023,12/31/2023
45C0001477,GCSA AMBULATORY SURGERY CENTER LLC,855 PROTON RD.,SAN ANTONIO,TX,78258,,(210) 614-1234,97.0,3.0,0.0,98.0,92.0,7.0,1.0,96.0,89.0,8.0,3.0,95.0,87.0,11.0,2.0,95.0,,1533.0,351.0,23.0,01/01/2023,12/31/2023
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,98.0,2.0,0.0,99.0,88.0,10.0,2.0,93.0,88.0,9.0,3.0,95.0,84.0,14.0,2.0,94.0,,1370.0,310.0,23.0,01/01/2023,12/31/2023
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,98.0,2.0,0.0,99.0,94.0,4.0,2.0,96.0,92.0,7.0,1.0,96.0,89.0,10.0,1.0,96.0,,1141.0,177.0,16.0,01/01/2023,12/31/2023
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,97.0,2.0,1.0,98.0,91.0,8.0,1.0,95.0,88.0,10.0,2.0,94.0,84.0,14.0,2.0,94.0,,977.0,213.0,22.0,01/01/2023,12/31/2023
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,93.0,6.0,1.0,96.0,90.0,8.0,2.0,94.0,81.0,13.0,6.0,91.0,75.0,20.0,5.0,89.0,,1692.0,312.0,18.0,01/01/2023,12/31/2023
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,93.0,5.0,2.0,96.0,89.0,10.0,1.0,96.0,,1594.0,489.0,31.0,01/01/2023,12/31/2023
45C0001536,MEMORIAL HERMANN SURGERY CENTER KIRBY LLC,2459 SOUTH BRAESWOOD BLVD,HOUSTON,TX,77030,,(713) 529-8600,93.0,6.0,1.0,96.0,87.0,10.0,3.0,92.0,73.0,21.0,6.0,89.0,70.0,25.0,5.0,87.0,,1294.0,301.0,23.0,01/01/2023,12/31/2023
45C0001539,PARK TEN SURGERY CENTER,15775 PARK TEN PL,HOUSTON,TX,77084,,(281) 647-2309,,,,,,,,,,,,,,,,,4,,,,,
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,97.0,3.0,0.0,98.0,93.0,5.0,2.0,96.0,91.0,8.0,1.0,96.0,87.0,12.0,1.0,95.0,,1308.0,397.0,30.0,01/01/2023,12/31/2023
45C0001567,GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO STONE CREEK,12850 TOEPPERWEIN RD,LIVE OAK,TX,78233,,(210) 614-1234,97.0,3.0,0.0,99.0,94.0,5.0,1.0,96.0,91.0,6.0,3.0,96.0,91.0,7.0,2.0,96.0,,1739.0,391.0,22.0,01/01/2023,12/31/2023
